"TOA5","CR200Series","CR200X","No_SN","CR200X.Std.02","estacaoAtual.CR2","15733","Table1"
"TIMESTAMP","RECORD","BP_mbar_Max","BP_mbar_Min","Rain_mm_Tot","AirTC_Max","AirTC_Min","RH_Max","RH_Min","SlrkJ_Tot","TdC_Max","TdC_Min","AirTC_Avg","RH_Avg","WS_ms_Avg","SlrkJ_Avg","ETo"
"2016-10-14 05:00:00",23493,600.8853,599.8107,0,23.132,22.068,76.746,72.41,1813.941,17.93837,17.73112,22.51134,74.6874,0.5113194,5.038724,0.01330396
"2016-10-14 06:00:00",23494,600.8608,599.7344,0,22.148,21.616,78.836,76.564,1756.204,17.9241,17.7401,21.84378,77.80003,0,4.878345,0.002335048
"2016-10-14 07:00:00",23495,600.9219,599.9207,0,24.273,21.798,78.406,69.613,2283.971,18.44853,17.89048,23.08833,74.00166,0.2859027,6.344365,0.01252259
"2016-10-14 08:00:00",23496,620.2259,599.8199,0,26.699,24.154,69.734,58.032,2900.421,18.62706,17.58233,25.39123,63.83059,1.699097,8.056726,0.06402276
"2016-10-14 09:00:00",23497,619.9451,599.826,0,29.18,26.366,59.489,50.587,3585.877,18.61755,17.5477,27.82805,54.72693,2.437639,9.96077,0.1126733
"2016-10-14 10:00:00",23498,600.9646,599.7222,0,30.689,28.529,52.287,46.113,4025.355,18.48191,17.39458,29.46644,49.63664,2.574375,11.18154,0.13543
"2016-10-14 11:00:00",23499,620.0458,599.7344,0,32.029,29.859,48.294,42.634,3945.689,18.43052,17.36631,30.75347,45.80344,2.597917,10.96025,0.1497034
"2016-10-14 12:00:00",23500,619.9725,599.7344,0,33.546,30.59,45.609,37.904,4377.872,18.34511,16.9867,32.06771,41.78596,2.811736,12.16076,0.176171
"2016-10-14 13:00:00",23501,620.058,599.7619,0,34.566,31.858,42.523,35.212,3970.01,18.31564,16.61276,32.94988,39.22229,2.116528,11.02781,0.1460935
"2016-10-14 14:00:00",23502,620.0214,599.7192,0,35.113,32.726,39.962,33.482,3923.628,18.0918,15.9956,34.01919,35.95673,2.341944,10.89897,0.1701994
"2016-10-14 15:00:00",23503,619.9695,599.7497,0,35.583,33.167,35.367,31.136,3294.229,17.52158,15.38408,34.53481,33.48974,2.329307,9.150636,0.1757831
"2016-10-14 16:00:00",23504,620.3052,599.881,0,35.751,33.177,35.613,30.694,2545.284,16.92829,15.43716,34.35613,33.36059,1.800972,7.070232,0.1388941
"2016-10-14 17:00:00",23505,620.0947,599.7497,0,34.416,32.847,36.029,33.228,1977.928,16.74401,15.34323,33.27616,34.89876,1.807986,5.494244,0.1327824
"2016-10-14 18:00:00",23506,619.9359,599.7405,0,33.136,32.207,36.357,34.224,1820.29,15.73293,15.1942,32.73505,35.18259,1.59125,5.05636,0.1167238
"2016-10-14 19:00:00",23507,620.1099,599.8504,0,32.207,30.298,40.326,36.214,1787.901,15.50676,15.17889,31.25597,38.09537,0.3186111,4.966391,0.02380404
"2016-10-14 20:00:00",23508,620.2747,599.7955,0,30.85,28.098,62.486,39.689,1909.635,20.30311,15.24028,29.24527,56.17029,1.936251,5.304542,0.06848173
"2016-10-14 21:00:00",23509,620.0061,599.8565,0,28.089,26.796,67.434,62.546,1976.273,20.30183,20.19119,27.32555,65.28629,1.478611,5.489647,0.04322127
"2016-10-14 22:00:00",23510,620.0488,599.8107,0,26.808,25.968,70.466,67.434,1961.778,20.33129,20.16393,26.36596,69.11276,0.8463193,5.449384,0.02525214
"2016-10-14 23:00:00",23511,620.348,599.8138,0,25.976,25.376,73.646,70.404,1921.306,20.35757,20.11669,25.68402,71.69482,0.8301389,5.336961,0.02259745
"2016-10-15 00:00:00",23512,619.8596,599.71,0,25.416,24.954,77.621,73.613,1931.358,20.82513,20.33983,25.1891,75.53117,1.401111,5.364884,0.02825266
"2016-10-15 01:00:00",23513,619.8871,599.7802,0,24.986,24.273,81.844,77.535,1943.044,21.05794,20.75961,24.61113,79.849,0.9784721,5.397344,0.01825888
"2016-10-15 02:00:00",23514,620.4243,599.7894,0,24.284,23.782,84.392,81.804,1860.485,21.09844,20.92209,23.98892,83.34215,0.2915277,5.168013,0.006879887
"2016-10-15 03:00:00",23515,620.2991,599.8779,0,23.842,23.191,86.785,84.322,1791.949,21.08933,20.77402,23.52866,85.46983,0.2102778,4.977635,0.005167206
"2016-10-15 04:00:00",23516,620.3633,599.8321,0,23.552,23.03,86.016,84.984,1793.916,21.02997,20.49863,23.31653,85.41683,0.359375,4.983099,0.00695912
"2016-10-15 05:00:00",23517,619.8505,599.765,0,23.05,21.846,88.656,85.402,1684.086,20.54551,19.7935,22.36363,87.09469,0,4.678016,0.00223396
"2016-10-15 06:00:00",23518,600.8669,599.8412,0,21.907,21.206,90.535,88.546,1663.202,20.07429,19.44254,21.55495,89.65313,0,4.620006,0.00218503
"2016-10-15 07:00:00",23519,600.8364,599.9451,0,24.716,21.386,90.062,70.105,2147.187,20.67246,18.85712,22.84902,84.43156,0.03479167,5.964409,0.005518007
"2016-10-15 08:00:00",23520,620.29,599.7466,0,27.478,24.604,69.926,54.611,2823.584,19.15314,17.33163,26.19008,61.88027,1.904723,7.843288,0.07476638
"2016-10-15 09:00:00",23521,620.3389,599.7161,0,30.041,27.309,55.777,46.935,3477.415,17.96849,16.97699,28.83542,50.39573,2.234513,9.659486,0.1164037
"2016-10-15 10:00:00",23522,619.9207,599.7924,0,31.659,29.201,48.894,41.591,4114.638,17.93233,16.57207,30.42973,45.05341,2.567916,11.42955,0.149637
"2016-10-15 11:00:00",23523,620.4274,599.765,0,32.758,30.47,45.367,37.318,4530.906,17.86146,15.84728,31.75582,40.616,2.623681,12.58585,0.1688683
"2016-10-15 12:00:00",23524,620.0366,599.765,0,34.566,32.048,40.255,33.226,4438.591,17.11764,15.2173,33.03816,36.46968,2.648888,12.32942,0.1854607
"2016-10-15 13:00:00",23525,620.4579,599.8412,0,35.822,32.857,37.066,29.35,4541.955,17.2908,14.6738,34.55195,32.92433,2.219583,12.61654,0.1726641
"2016-10-15 14:00:00",23526,620.1313,599.7772,0,36.401,33.916,33.232,26.698,4183.915,16.76932,13.86475,35.41099,29.6759,2.277709,11.62199,0.1863531
"2016-10-15 15:00:00",23527,620.1099,599.7222,0,36.699,35.244,29.172,24.89,3533.668,15.06056,12.96998,36.08768,26.67139,2.165278,9.815743,0.186188
"2016-10-15 16:00:00",23528,620.0916,599.826,0,37.228,35.563,26.428,22.736,2959.959,13.96085,12.07833,36.35995,24.746,1.920555,8.222108,0.1713145
"2016-10-15 17:00:00",23529,600.9341,599.7283,0,36.718,35.494,25.39,23.279,2401.291,13.07504,12.0492,36.11272,24.22895,1.770348,6.670253,0.1586654
"2016-10-15 18:00:00",23530,600.9646,599.765,0,36.261,34.076,26.754,23.216,2023.517,12.98612,11.53265,35.09383,25.06192,1.604097,5.62088,0.1408053
"2016-10-15 19:00:00",23531,600.9188,599.8443,0,34.066,32.158,31.52,26.613,2023.613,13.23839,12.14867,32.92834,28.85445,0.9792358,5.621148,0.07163487
"2016-10-15 20:00:00",23532,620.3846,599.8443,0,32.357,28.138,60.42,31.45,2093.252,19.86781,13.18618,29.62271,53.70576,2.442222,5.814588,0.0852142
"2016-10-15 21:00:00",23533,620.3846,599.7863,0,28.15,26.498,68.438,60.416,2190.671,20.25108,19.75487,27.31583,64.01469,1.849722,6.085197,0.0522868
"2016-10-15 22:00:00",23534,619.9237,599.765,0,26.488,25.615,75.078,68.371,2246.252,20.93163,20.18053,26.06097,71.5135,1.989931,6.239589,0.04231671
"2016-10-15 23:00:00",23535,620.3877,599.7833,0,25.626,25.014,78.644,75.07,2134.723,21.09624,20.77321,25.30549,76.82239,1.251459,5.929787,0.02514346
"2016-10-16 00:00:00",23536,619.8932,599.8107,0,25.044,24.554,80.531,78.609,2032.17,21.1124,20.93277,24.78568,79.53496,1.08743,5.644916,0.02006727
"2016-10-16 01:00:00",23537,619.8749,599.7955,0,24.574,24.194,81.96,80.527,1942.24,21.03841,20.908,24.338,81.44878,0.676111,5.39511,0.01310173
"2016-10-16 02:00:00",23538,620.3846,599.7497,0,24.253,23.672,83.434,81.617,1888.159,20.9442,20.69787,23.93812,82.6285,0.1952083,5.244885,0.005659594
"2016-10-16 03:00:00",23539,619.8932,599.7711,0,23.672,23.201,84.902,83.398,1810.667,20.76478,20.48724,23.43636,84.20258,0.1745833,5.029631,0.004946131
"2016-10-16 04:00:00",23540,620.3328,599.7527,0,23.232,22.71,85.506,84.613,1765.034,20.54182,20.0763,23.00281,85.12882,0,4.902874,0.002345106
"2016-10-16 05:00:00",23541,619.8107,599.8565,0,22.75,21.888,87.375,84.964,1697.857,20.16981,19.61209,22.24461,86.26291,0,4.716269,0.002249715
"2016-10-16 06:00:00",23542,600.116,599.8565,0,22.338,22.027,86.21,80.617,1730.721,19.64927,18.80709,22.15709,82.82821,0.009722223,4.807559,0.002453155
"2016-10-16 07:00:00",23543,619.823,599.8412,0,24.214,22.348,80.625,72.373,2300.182,19.23447,18.78442,23.40018,76.29799,0.5656251,6.389393,0.01814712
"2016-10-16 08:00:00",23544,620.3633,599.7955,0,27.638,24.194,72.33,54.216,2996.918,19.09743,17.37201,25.75426,63.23115,2.044792,8.324772,0.07624517
"2016-10-16 09:00:00",23545,620.3969,599.7497,0,29.77,27.368,54.45,44.875,3588.906,17.72353,16.43108,28.4233,50.59797,2.46368,9.969183,0.124869
"2016-10-16 10:00:00",23546,600.9249,599.7344,0,30.93,29.029,47.558,40.713,4213.184,17.08127,15.693,29.97411,43.99662,2.060139,11.70329,0.1260524
"2016-10-16 11:00:00",23547,620.0275,599.8962,0,32.546,30.32,43.251,34.892,4617.229,16.56909,14.73813,31.40083,38.63816,2.291249,12.82564,0.154802
"2016-10-16 12:00:00",23548,619.9207,599.829,0,34.265,32,38.898,31.278,4627.659,16.42011,14.42902,33.12935,34.29933,2.177222,12.85461,0.1629502
"2016-10-16 13:00:00",23549,620.1008,599.9084,0,35.822,32.328,35.378,26.596,4474.743,15.88572,13.61733,34.50255,30.43539,2.389792,12.42984,0.1900425
"2016-10-16 14:00:00",23550,620.0886,599.8901,0,35.992,34.265,31.837,25.947,4018.587,15.21542,13.04718,35.18005,28.07119,2.244375,11.16274,0.1869836
"2016-10-16 15:00:00",23551,619.9847,599.9023,0,36.58,34.882,30.24,25.866,3539.948,15.46466,13.43638,35.82569,27.38656,1.908889,9.83319,0.1645949
"2016-10-16 16:00:00",23552,620.0671,599.829,0,36.628,35.404,28.742,25.884,2978.108,14.90121,13.52036,35.99152,27.19592,1.968125,8.272523,0.168671
"2016-10-16 17:00:00",23553,620.1221,599.826,0,36.74,35.154,29.207,25.707,2625.917,15.00271,13.38415,35.96398,27.67851,1.857569,7.294214,0.1584362
"2016-10-16 18:00:00",23554,600.9554,599.7131,0,35.472,33.167,33.042,28.738,2042.041,14.90915,14.49464,34.42303,30.70133,1.5,5.672337,0.1217324
"2016-10-16 19:00:00",23555,620.0549,599.8871,0,33.218,30.708,52.733,32.626,2068.33,19.96685,14.54479,32.54526,35.89968,1.057014,5.74536,0.06837103
"2016-10-16 20:00:00",23556,620.0214,599.8565,0,30.66,27.518,66.861,52.855,2192.845,20.84737,19.95155,28.9764,60.34669,2.882291,6.091237,0.07964829
"2016-10-16 21:00:00",23557,620.3969,599.7131,0,27.528,25.956,73.158,66.861,2294.573,21.23981,20.41712,26.58926,71.22875,2.542293,6.373815,0.05040584
"2016-10-16 22:00:00",23558,619.9573,599.7741,0,25.997,25.384,73.172,71.328,2113.022,20.49119,20.16429,25.65145,72.01984,2.028541,5.869507,0.04148982
"2016-10-16 23:00:00",23559,600.9219,599.826,0,25.396,24.806,76.312,73.172,2034.301,20.45563,20.2363,25.14163,74.70582,1.746042,5.650836,0.03372506
"2016-10-17 00:00:00",23560,619.9329,599.9084,0,24.915,24.514,79.75,76.25,1966.426,20.83601,20.34636,24.71606,77.96433,1.298403,5.462295,0.02408085
"2016-10-17 01:00:00",23561,620.406,599.9451,0,24.523,24.214,82.105,79.656,1951.276,21.01216,20.76423,24.3666,80.97702,1.655416,5.420212,0.02435556
"2016-10-17 02:00:00",23562,620.3663,599.8168,0,24.243,24.042,83.146,82.105,1944.591,21.10987,20.97706,24.16695,82.64864,1.336945,5.401642,0.01943059
"2016-10-17 03:00:00",23563,620.3724,599.765,0,24.112,23.782,83.458,82.466,1912.835,21.04943,20.64321,23.96373,82.99565,0.9920135,5.313432,0.01558714
"2016-10-17 04:00:00",23564,620.3358,599.71,0,23.822,23.151,83.636,80.714,1795.704,20.66837,19.94056,23.4615,82.46167,0.1161111,4.988067,0.004310295
"2016-10-17 05:00:00",23565,620.3602,599.7497,0,23.492,22.65,81.32,80,1724.989,19.93952,19.29046,23.0922,80.74321,0.04118056,4.791636,0.003074425
"2016-10-17 06:00:00",23566,620.3633,599.7344,0,22.92,22.409,81.254,77.718,1678.305,19.2985,18.46277,22.62832,78.90971,0.0325,4.661959,0.002913707
"2016-10-17 07:00:00",23567,620.2869,599.7497,0,25.005,22.46,78.086,66.172,2219.571,18.49618,18.05787,23.67341,72.11681,0.8042361,6.165474,0.02646497
"2016-10-17 08:00:00",23568,600.9677,599.8565,0,27.258,24.884,66.455,54.179,2848.045,18.36287,17.07301,26.10936,59.64939,1.976528,7.911236,0.0811431
"2016-10-17 09:00:00",23569,620.3511,599.765,0,29.63,27.2,54.792,45.355,3482.505,17.6163,16.35981,28.35177,50.10955,2.155972,9.673626,0.1125698
"2016-10-17 10:00:00",23570,620.0488,599.7466,0,31.34,29.13,47.525,39.673,4095.715,17.08796,15.80081,29.99434,44.30438,2.102639,11.37699,0.1273609
"2016-10-17 11:00:00",23571,620.0336,599.7283,0,32.847,30.9,41.055,35.427,4586.447,16.76354,14.74112,31.9514,37.73148,1.825763,12.74013,0.1309547
"2016-10-17 12:00:00",23572,619.9207,599.7955,0,34.015,31.458,38.631,30.852,4709.338,16.81038,13.89585,32.96417,34.30513,2.109932,13.0815,0.1584102
"2016-10-17 13:00:00",23573,619.9084,599.8535,0,35.542,32.927,35.476,26.342,4170.792,16.07749,12.97533,34.31079,30.31239,1.854097,11.58553,0.1521492
"2016-10-17 14:00:00",23574,620.0825,599.8107,0,36.401,34.675,29.802,23.094,3828.488,14.81608,11.71766,35.60538,26.27546,1.992568,10.63469,0.173436
"2016-10-17 15:00:00",23575,620.1343,599.7497,0,36.621,35.113,27.642,23.378,3525.881,14.53147,12.32943,36.13869,25.1063,1.847292,9.794114,0.1654658
"2016-10-17 16:00:00",23576,620.0183,599.7009,0,36.949,35.363,26.534,22.542,2842.531,13.72671,11.81609,36.21254,24.14196,1.759237,7.895921,0.159149
"2016-10-17 17:00:00",23577,620.1526,599.7375,0,36.66,35.253,27.682,23.544,2370.368,14.24189,12.33255,36.06545,25.59677,1.513056,6.584356,0.1353225
"2016-10-17 18:00:00",23578,620.1099,599.7344,0,35.523,33.456,31.977,27.262,2011.008,14.61898,13.5724,34.52908,29.42653,1.436944,5.586134,0.1193452
"2016-10-17 19:00:00",23579,620.1435,599.826,0,33.517,30.07,55.074,31.83,2079.948,20.07865,14.4533,31.84891,45.1064,2.34764,5.777635,0.1042472
"2016-10-17 20:00:00",23580,620.4945,599.8718,0,30.07,27.72,65.527,55.073,2217.394,20.70929,20.05496,28.8894,60.127,2.413265,6.159427,0.07168322
"2016-10-17 21:00:00",23581,620.058,599.71,0,27.74,26.087,71.626,65.527,2304.073,21.03309,20.53555,26.76561,69.99317,2.041389,6.400204,0.04617459
"2016-10-17 22:00:00",23582,619.9451,599.7222,0,26.096,25.406,73.176,71.277,2228.517,20.54418,20.22536,25.71105,72.32249,2.151667,6.190325,0.04274356
"2016-10-17 23:00:00",23583,619.8596,599.7802,0,25.416,24.794,79.434,73.207,2061.406,21.03081,20.26822,25.0871,76.78702,1.959513,5.726127,0.03339406
"2016-10-18 00:00:00",23584,620.406,599.7131,0,24.815,24.604,82.82,79.43,2037.257,21.54496,21.00693,24.69357,81.52137,1.77632,5.659047,0.02507428
"2016-10-18 01:00:00",23585,619.8718,599.7955,0,24.664,24.343,83.676,82.504,2035.056,21.52324,21.38708,24.50488,83.09743,1.781667,5.652934,0.02300305
"2016-10-18 02:00:00",23586,620.3633,599.8565,0,24.362,23.772,86.68,83.546,1953.999,21.51265,21.37488,24.05783,85.32586,1.0175,5.427773,0.0140175
"2016-10-18 03:00:00",23587,620.2991,599.7344,0,23.812,23.322,87.792,86.59,1887.527,21.46299,21.15635,23.54658,87.23019,0.8629861,5.243131,0.01103503
"2016-10-18 04:00:00",23588,620.3297,599.7375,0,23.361,22.93,89.578,87.76,1856.992,21.2446,20.94457,23.09549,88.66399,0.5330553,5.15831,0.007395474
"2016-10-18 05:00:00",23589,620.3174,599.8412,0,23.12,22.589,89.16,85.05,1851.369,21.03041,19.98956,22.90315,86.89205,0.6818751,5.142693,0.009538596
"2016-10-18 06:00:00",23590,600.9402,599.7344,0,22.8,22.258,85.14,83.354,1763,20.09395,19.41422,22.51374,84.09727,0.05756944,4.897221,0.003187755
"2016-10-18 07:00:00",23591,620.2747,599.7527,0,24.844,22.358,83.334,69.117,2233.921,19.84763,18.76571,23.62184,77.48769,0.07354166,6.205336,0.006890957
"2016-10-18 08:00:00",23592,620.2991,599.7589,0,27.7,24.774,69.41,55.417,2800.165,19.04475,17.78574,26.08165,63.33153,1.821389,7.778236,0.06936298
"2016-10-18 09:00:00",23593,619.8352,599.8535,0,29.939,27.117,57.458,47.772,3466.437,18.42944,17.43284,28.64308,52.3737,1.447847,9.628992,0.0779404
"2016-10-18 10:00:00",23594,620.0671,599.7344,0,31.228,29.22,50.224,43.862,4049.165,18.26482,17.11151,30.16828,46.89627,2.039723,11.24768,0.1190778
"2016-10-18 11:00:00",23595,620.4152,599.7344,0,33.017,30.51,46.669,39.19,4519.213,18.8136,17.14035,31.83413,42.80148,2.148889,12.55337,0.138264
"2016-10-18 12:00:00",23596,620.1069,599.7802,0,34.326,32.488,42.572,36.607,4762.463,18.53854,16.89968,33.39502,38.92191,2.133125,13.22906,0.1504974
"2016-10-18 13:00:00",23597,620.1588,599.765,0,35.822,33.746,39.907,33.015,4579.834,18.46118,16.43555,34.66609,35.46254,1.868125,12.72176,0.1441188
"2016-10-18 14:00:00",23598,620.1374,599.6734,0,36.35,34.435,34.982,30.863,4125.598,17.57993,15.79753,35.48859,32.73787,1.665,11.45999,0.136444
"2016-10-18 15:00:00",23599,620.1496,599.9115,0,37.108,35.304,34.823,28.57,3655.824,18.26718,15.03887,36.11456,30.94905,1.403333,10.15507,0.1206842
"2016-10-18 16:00:00",23600,620.2869,599.768,0,37.098,34.455,32.402,27.39,2557.719,16.73225,14.70047,35.69825,29.91875,1.306944,7.104776,0.1119275
"2016-10-18 17:00:00",23601,620.1465,599.7344,0,36.628,34.537,31.613,26.23,1961.838,16.00865,14.02472,35.70517,28.80055,1.306458,5.44955,0.1122796
"2016-10-18 18:00:00",23602,620.1618,599.8871,0,35.761,33.158,38.306,27.434,1844.423,17.0766,13.93716,34.58119,30.49202,0.9961805,5.123398,0.08440995
"2016-10-18 19:00:00",23603,620.113,599.7375,0,33.148,30.439,47.296,38.2,1880.722,18.00532,16.98772,31.68203,43.33237,2.512084,5.224227,0.1118162
"2016-10-18 20:00:00",23604,620.0947,599.8138,0,30.4,28.49,56.494,47.222,1997.766,19.02091,17.91676,29.45607,51.51954,2.677292,5.549351,0.0939239
"2016-10-18 21:00:00",23605,619.8962,599.768,0,28.478,26.456,69.207,56.521,2044.382,20.39465,18.99879,27.4026,63.69593,2.684792,5.678839,0.06666972
"2016-10-18 22:00:00",23606,620.3724,599.7711,0,26.456,25.666,74.726,69.207,2052.88,20.88747,20.35033,26.02629,72.33747,2.336876,5.702446,0.04520359
"2016-10-18 23:00:00",23607,619.9176,599.7985,0,25.676,24.954,80.07,74.73,2033.496,21.3153,20.85798,25.29406,77.54187,1.570764,5.6486,0.0282927
"2016-10-19 00:00:00",23608,619.8566,599.7802,0,24.974,24.453,83.742,80.035,1985.2,21.5578,21.19672,24.69179,81.64741,1.473055,5.514443,0.02211363
"2016-10-19 01:00:00",23609,619.8932,599.8168,0,24.464,24.034,87.066,83.766,2020.655,21.79353,21.52527,24.21654,85.62472,1.903403,5.61293,0.02043171
"2016-10-19 02:00:00",23610,620.348,599.7375,0,24.034,23.832,88.046,87.062,1952.253,21.84878,21.70786,23.92482,87.77014,1.120417,5.422925,0.01270906
"2016-10-19 03:00:00",23611,620.3206,599.7497,0,24.102,23.832,87.941,85.316,1940.773,21.80499,21.46738,23.94354,87.20227,1.682361,5.391037,0.01691106
"2016-10-19 04:00:00",23612,620.29,599.7527,0,24.343,23.993,85.316,82.558,2021.932,21.47123,21.1375,24.19281,83.45457,2.108264,5.616478,0.02466787
"2016-10-19 05:00:00",23613,619.8566,599.7985,0,24.003,23.511,86.14,84.308,1915.805,21.22903,21.03929,23.71828,85.41512,1.726458,5.321681,0.01917869
"2016-10-19 06:00:00",23614,620.2869,599.7497,0,23.582,23.201,86.617,85.75,1876.441,21.12247,20.73303,23.33142,86.15947,1.497292,5.212336,0.01657149
"2016-10-19 07:00:00",23615,620.3572,599.7344,0,24.954,23.26,85.775,78.117,2295.128,21.04261,20.69714,24.03117,82.42256,1.119167,6.375355,0.02360554
"2016-10-19 08:00:00",23616,619.8627,599.7466,0,27.388,24.835,78.472,65.828,2914.724,21.13052,20.18818,26.09203,72.4558,1.931736,8.096457,0.05630609
"2016-10-19 09:00:00",23617,619.9329,599.7344,0,29.27,27.078,66.904,57.888,3410.409,20.85625,20.01264,28.27324,62.41462,1.920209,9.473359,0.07855541
"2016-10-19 10:00:00",23618,619.884,599.7802,0,31.978,28.84,59.589,49.726,3977.311,20.87022,19.44653,30.21831,54.65525,1.432778,11.04809,0.07700983
"2016-10-19 11:00:00",23619,620.403,599.7253,0,33.289,30.84,52.867,43.497,4460.519,20.52118,18.96729,32.25749,47.55349,1.144931,12.39033,0.07633698
